Series Description,SPOT EXCHANGE RATE - EURO AREA ,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)",SPOT EXCHANGE RATE - BRAZIL ,"CHINA -- SPOT EXCHANGE RATE, YUAN/US$ P.R. ","DENMARK -- SPOT EXCHANGE RATE, KRONER/US$ ","INDIA -- SPOT EXCHANGE RATE, RUPEES/US$ ","JAPAN -- SPOT EXCHANGE RATE, YEN/US$ ","KOREA -- SPOT EXCHANGE RATE, WON/US$ ","MALAYSIA -- SPOT EXCHANGE RATE, RINGGIT/US$ ","MEXICO -- SPOT EXCHANGE RATE, PESOS/US$ ","NORWAY -- SPOT EXCHANGE RATE, KRONER/US$ ","SWEDEN -- SPOT EXCHANGE RATE, KRONOR/US$ ","SOUTH AFRICA -- SPOT EXCHANGE RATE, RAND/$US","SINGAPORE -- SPOT EXCHANGE RATE, SINGAPORE $/US$ ","SWITZERLAND -- SPOT EXCHANGE RATE, FRANCS/US$ ","TAIWAN -- SPOT EXCHANGE RATE, NT$/US$ ","THAILAND -- SPOT EXCHANGE RATE, BAHT/US$ ",SPOT EXCHANGE RATE - VENEZUELA ,Nominal Broad Dollar Index ,Nominal Major Currencies Dollar Index ,Nominal Other Important Trading Partners Dollar Index ,AUSTRALIA -- SPOT EXCHANGE RATE US$/AU$ (RECIPROCAL OF RXI_N.B.AL),"NEW ZEALAND -- SPOT EXCHANGE RATE, US$/NZ$ RECIPROCAL OF RXI_N.B.NZ ","CANADA -- SPOT EXCHANGE RATE, CANADIAN $/US$ ","HONG KONG -- SPOT EXCHANGE RATE, HK$/US$ ","SRI LANKA -- SPOT EXCHANGE RATE, RUPEES/US$ "
1971-01-21,,2.4092,,,7.4848,,358.2700,,3.0716,,7.1443,5.1648,,,4.3017,,,,,,,1.1198,1.1210,1.0109,,
1971-01-22,,2.4103,,,7.4850,,357.9000,,3.0703,,7.1429,5.1626,,,4.2996,,,,,,,1.1204,1.1215,1.0117,,
1971-01-25,,2.4147,,,7.4867,,357.7300,,3.0675,,7.1435,5.1626,,,4.3005,,,,,,,1.1224,1.1236,1.0111,,
1971-01-26,,2.4160,,,7.4848,,357.7800,,3.0665,,7.1443,5.1640,,,4.2987,,,,,,,1.1230,1.1241,1.0107,,
1971-01-27,,2.4161,,,7.4834,,357.7900,,3.0653,,7.1414,5.1635,,,4.2973,,,,,,,1.1230,1.1242,1.0101,,
1971-01-28,,2.4169,,,7.4853,,357.8300,,3.0653,,7.1431,5.1653,,,4.2978,,,,,,,1.1234,1.1246,1.0090,,
1971-01-29,,2.4174,,,7.4868,,357.7200,,3.0647,,7.1445,5.1675,,,4.2963,,,,,,,1.1236,1.1248,1.0080,,
1971-02-01,,2.4184,,,7.4858,,357.6700,,3.0631,,7.1465,5.1778,,,4.2968,,,,,,,1.1241,1.1253,1.0076,,
1971-02-02,,2.4181,,,7.4858,,357.5500,,3.0650,,7.1465,5.1778,,,4.2969,,,,,,,1.1240,1.1251,1.0087,,
1971-02-03,,2.4184,,,7.4844,,357.5400,,3.0647,,7.1439,5.1742,,,4.2965,,,,,,,1.1241,1.1253,1.0085,,
1971-02-04,,2.4167,,,7.4854,,357.5100,,3.0687,,7.1431,5.1733,,,4.2966,,,,,,,1.1233,1.1245,1.0078,,
1971-02-05,,2.4147,,,7.4875,,357.5300,,3.0689,,7.1435,5.1784,,,4.2969,,,,,,,1.1224,1.1235,1.0078,,
1971-02-08,,2.4182,,,7.4874,,357.4900,,3.0687,,7.1429,5.1813,,,4.2979,,,,,,,1.1240,1.1252,1.0083,,
1971-02-09,,2.4151,,,7.4850,,357.5000,,3.0691,,7.1397,5.1811,,,4.2969,,,,,,,1.1226,1.1237,1.0083,,
1971-02-10,,2.4159,,,7.4883,,357.5000,,3.0665,,7.1412,5.1799,,,4.2972,,,,,,,1.1229,1.1241,1.0086,,
1971-02-11,,2.4158,,,7.4881,,357.5000,,3.0665,,7.1410,5.1778,,,4.2967,,,,,,,1.1229,1.1240,1.0086,,
1971-02-12,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
1971-02-15,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
1971-02-16,,2.4193,,,7.4881,,357.5300,,3.0659,,7.1406,5.1752,,,4.2968,,,,,,,1.1245,1.1257,1.0084,,
1971-02-17,,2.4193,,,7.4846,,357.5300,,3.0650,,7.1390,5.1706,,,4.2968,,,,,,,1.1245,1.1257,1.0087,,
1971-02-18,,2.4191,,,7.4848,,357.5300,,3.0650,,7.1418,5.1700,,,4.2967,,,,,,,1.1244,1.1256,1.0076,,
1971-02-19,,2.4190,,,7.4864,,357.5600,,3.0650,,7.1437,5.1692,,,4.2963,,,,,,,1.1244,1.1255,1.0066,,
1971-02-22,,2.4192,,,7.4841,,357.6000,,3.0650,,7.1434,5.1664,,,4.2958,,,,,,,1.1245,1.1256,1.0043,,
1971-02-23,,2.4193,,,7.4832,,357.5500,,3.0650,,7.1429,5.1610,,,4.2957,,,,,,,1.1245,1.1257,1.0035,,
1971-02-24,,2.4193,,,7.4828,,357.6000,,3.0650,,7.1418,5.1631,,,4.3015,,,,,,,1.1245,1.1257,1.0075,,
1971-02-25,,2.4177,,,7.4818,,357.5600,,3.0656,,7.1414,5.1652,,,4.3073,,,,,,,1.1238,1.1249,1.0066,,
1971-02-26,,2.4160,,,7.4834,,357.5600,,3.0662,,7.1420,5.1652,,,4.3070,,,,,,,1.1230,1.1241,1.0070,,
1971-03-01,,2.4162,,,7.4826,,357.6300,,3.0675,,7.1416,5.1631,,,4.3073,,,,,,,1.1231,1.1242,1.0076,,
1971-03-02,,2.4184,,,7.4826,,357.5600,,3.0669,,7.1413,5.1638,,,4.3054,,,,,,,1.1241,1.1253,1.0071,,
1971-03-03,,2.4193,,,7.4794,,357.4900,,3.0659,,7.1376,5.1622,,,4.3039,,,,,,,1.1245,1.1257,1.0073,,
1971-03-04,,2.4179,,,7.4818,,357.4500,,3.0662,,7.1389,5.1631,,,4.3068,,,,,,,1.1239,1.1250,1.0064,,
1971-03-05,,2.4183,,,7.4834,,357.5900,,3.0662,,7.1382,5.1631,,,4.3066,,,,,,,1.1241,1.1252,1.0047,,
1971-03-08,,2.4192,,,7.4825,,357.5500,,3.0647,,7.1365,5.1635,,,4.3020,,,,,,,1.1245,1.1256,1.0030,,
1971-03-09,,2.4188,,,7.4816,,357.4600,,3.0653,,7.1352,5.1644,,,4.3011,,,,,,,1.1244,1.1256,1.0040,,
1971-03-10,,2.4192,,,7.4794,,357.5900,,3.0653,,7.1352,5.1625,,,4.3040,,,,,,,1.1245,1.1256,1.0036,,
1971-03-11,,2.4188,,,7.4807,,357.5600,,3.0662,,7.1367,5.1636,,,4.3012,,,,,,,1.1243,1.1254,1.0049,,
1971-03-12,,2.4193,,,7.4794,,357.5800,,3.0653,,7.1363,5.1626,,,4.3010,,,,,,,1.1245,1.1257,1.0056,,
1971-03-15,,2.4193,,,7.4791,,357.5400,,3.0653,,7.1380,5.1626,,,4.3004,,,,,,,1.1245,1.1257,1.0059,,
1971-03-16,,2.4183,,,7.4791,,357.4900,,3.0662,,7.1380,5.1623,,,4.3002,,,,,,,1.1241,1.1252,1.0052,,
1971-03-17,,2.4194,,,7.4783,,357.5300,,3.0653,,7.1390,5.1613,,,4.2995,,,,,,,1.1246,1.1257,1.0056,,
1971-03-18,,2.4190,,,7.4818,,357.5600,,3.0656,,7.1390,5.1625,,,4.2983,,,,,,,1.1244,1.1255,1.0065,,
1971-03-19,,2.4190,,,7.4831,,357.5600,,3.0656,,7.1387,5.1621,,,4.2972,,,,,,,1.1244,1.1255,1.0077,,
1971-03-22,,2.4193,,,7.4818,,357.4400,,3.0653,,7.1412,5.1617,,,4.2971,,,,,,,1.1245,1.1257,1.0079,,
1971-03-23,,2.4193,,,7.4808,,357.5300,,3.0655,,7.1414,5.1620,,,4.2972,,,,,,,1.1245,1.1257,1.0078,,
1971-03-24,,2.4194,,,7.4783,,357.5300,,3.0655,,7.1390,5.1613,,,4.2968,,,,,,,1.1246,1.1257,1.0076,,
1971-03-25,,2.4185,,,7.4802,,357.4700,,3.0662,,7.1388,5.1626,,,4.2969,,,,,,,1.1241,1.1253,1.0070,,
1971-03-26,,2.4188,,,7.4827,,357.4700,,3.0662,,7.1365,5.1637,,,4.2959,,,,,,,1.1243,1.1254,1.0074,,
1971-03-29,,2.4194,,,7.4835,,357.4400,,3.0659,,7.1348,5.1648,,,4.2966,,,,,,,1.1246,1.1257,1.0075,,
1971-03-30,,2.4181,,,7.4792,,357.4900,,3.0669,,7.1327,5.1631,,,4.2958,,,,,,,1.1240,1.1251,1.0082,,
1971-03-31,,2.4168,,,7.4764,,357.4200,,3.0678,,7.1314,5.1624,,,4.2954,,,,,,,1.1234,1.1245,1.0081,,
1971-04-01,,2.4147,,,7.4805,,357.4900,,3.0694,,7.1325,5.1645,,,4.2955,,,,,,,1.1224,1.1235,1.0076,,
1971-04-02,,2.4125,,,7.4833,,357.5300,,3.0703,,7.1329,5.1644,,,4.2947,,,,,,,1.1213,1.1225,1.0073,,
1971-04-05,,2.4161,,,7.4846,,357.5000,,3.0703,,7.1329,5.1646,,,4.2971,,,,,,,1.1230,1.1242,1.0071,,
1971-04-06,,2.4189,,,7.4878,,357.4600,,3.0675,,7.1291,5.1628,,,4.2974,,,,,,,1.1243,1.1255,1.0062,,
1971-04-07,,2.4170,,,7.4859,,357.5500,,3.0687,,7.1289,5.1637,,,4.2960,,,,,,,1.1234,1.1246,1.0069,,
1971-04-08,,2.4167,,,7.4861,,357.5500,,3.0691,,7.1284,5.1653,,,4.2937,,,,,,,1.1233,1.1245,1.0071,,
1971-04-09,,2.4167,,,7.4855,,357.5000,,3.0691,,7.1278,5.1650,,,4.2951,,,,,,,1.1233,1.1245,1.0068,,
1971-04-12,,2.4169,,,7.4864,,357.5000,,3.0687,,7.1289,5.1646,,,4.2969,,,,,,,1.1234,1.1246,1.0069,,
1971-04-13,,2.4167,,,7.4891,,357.6200,,3.0691,,7.1304,5.1653,,,4.3019,,,,,,,1.1233,1.1245,1.0076,,
1971-04-14,,2.4180,,,7.4864,,357.5800,,3.0684,,7.1286,5.1644,,,4.3024,,,,,,,1.1239,1.1250,1.0081,,
1971-04-15,,2.4187,,,7.4878,,357.5000,,3.0659,,7.1276,5.1633,,,4.2992,,,,,,,1.1242,1.1254,1.0075,,
1971-04-16,,2.4186,,,7.4903,,357.5400,,3.0659,,7.1273,5.1615,,,4.3019,,,,,,,1.1242,1.1253,1.0068,,
1971-04-19,,2.4193,,,7.4892,,357.4900,,3.0653,,7.1259,5.1619,,,4.3052,,,,,,,1.1245,1.1256,1.0073,,
1971-04-20,,2.4193,,,7.4881,,357.4900,,3.0653,,7.1253,5.1623,,,4.3039,,,,,,,1.1245,1.1257,1.0075,,
1971-04-21,,2.4196,,,7.4854,,357.4900,,3.0653,,7.1236,5.1611,,,4.3008,,,,,,,1.1246,1.1258,1.0073,,
1971-04-22,,2.4187,,,7.4905,,357.4900,,3.0656,,7.1268,5.1620,,,4.2995,,,,,,,1.1242,1.1254,1.0076,,
1971-04-23,,2.4189,,,7.4909,,357.4900,,3.0656,,7.1289,5.1612,,,4.3025,,,,,,,1.1243,1.1255,1.0085,,
1971-04-26,,2.4188,,,7.4937,,357.5000,,3.0656,,7.1289,5.1624,,,4.3008,,,,,,,1.1243,1.1254,1.0092,,
1971-04-27,,2.4190,,,7.4937,,357.4900,,3.0653,,7.1301,5.1615,,,4.2990,,,,,,,1.1244,1.1255,1.0095,,
1971-04-28,,2.4195,,,7.4948,,357.5000,,3.0653,,7.1263,5.1615,,,4.2957,,,,,,,1.1246,1.1258,1.0089,,
1971-04-29,,2.4192,,,7.4960,,357.4100,,3.0653,,7.1291,5.1616,,,4.2957,,,,,,,1.1245,1.1256,1.0086,,
1971-04-30,,2.4193,,,7.4960,,357.4000,,3.0653,,7.1312,5.1614,,,4.2959,,,,,,,1.1245,1.1257,1.0091,,
1971-05-03,,2.4189,,,7.4982,,357.4100,,3.0653,,7.1309,5.1620,,,4.2955,,,,,,,1.1243,1.1255,1.0089,,
1971-05-04,,2.4185,,,7.4989,,357.4000,,3.0656,,7.1308,5.1613,,,4.2952,,,,,,,1.1242,1.1253,1.0090,,
1971-05-05,,2.4194,,,7.4963,,357.4000,,3.0656,,7.1279,5.1673,,,4.1841,,,,,,,1.1246,1.1257,1.0074,,
1971-05-06,,2.4185,,,7.5042,,357.4100,,3.0670,,7.1240,5.1724,,,4.1667,,,,,,,1.1242,1.1253,1.0074,,
1971-05-07,,2.4188,,,7.5019,,357.4100,,3.0640,,7.1247,5.1726,,,4.1374,,,,,,,1.1243,1.1255,1.0069,,
1971-05-10,,2.4173,,,7.5052,,357.1400,,3.0669,,7.1103,5.1683,,,4.1076,,,,,,,1.1236,1.1248,1.0084,,
1971-05-11,,2.4170,,,7.5067,,357.4400,,3.0672,,7.1138,5.1731,,,4.1164,,,,,,,1.1235,1.1246,1.0084,,
1971-05-12,,2.4183,,,7.5058,,357.5300,,3.0659,,7.1162,5.1714,,,4.1095,,,,,,,1.1240,1.1252,1.0083,,
1971-05-13,,2.4183,,,7.5033,,357.4900,,3.0675,,7.1133,5.1655,,,4.0950,,,,,,,1.1240,1.1252,1.0089,,
1971-05-14,,2.4186,,,7.5019,,357.4900,,3.0665,,7.1111,5.1664,,,4.0950,,,,,,,1.1242,1.1253,1.0089,,
1971-05-17,,2.4193,,,7.5019,,357.4000,,3.0615,,7.1116,5.1634,,,4.0914,,,,,,,1.1245,1.1256,1.0089,,
1971-05-18,,2.4190,,,7.4998,,357.4400,,3.0615,,7.1080,5.1622,,,4.0872,,,,,,,1.1244,1.1255,1.0089,,
1971-05-19,,2.4194,,,7.4993,,357.4000,,3.0615,,7.1076,5.1645,,,4.0866,,,,,,,1.1246,1.1257,1.0095,,
1971-05-20,,2.4193,,,7.4996,,357.4600,,3.0606,,7.1086,5.1649,,,4.0869,,,,,,,1.1245,1.1256,1.0093,,
1971-05-21,,2.4194,,,7.4989,,357.4000,,3.0597,,7.1086,5.1645,,,4.0733,,,,,,,1.1246,1.1257,1.0092,,
1971-05-24,,2.4194,,,7.4963,,357.4000,,3.0609,,7.1066,5.1630,,,4.0771,,,,,,,1.1246,1.1257,1.0090,,
1971-05-25,,2.4190,,,7.4956,,357.4000,,3.0618,,7.1086,5.1644,,,4.0868,,,,,,,1.1244,1.1255,1.0091,,
1971-05-26,,2.4194,,,7.4934,,357.4400,,3.0609,,7.1083,5.1632,,,4.0882,,,,,,,1.1246,1.1257,1.0086,,
1971-05-27,,2.4187,,,7.4942,,357.4000,,3.0609,,7.1084,5.1653,,,4.0984,,,,,,,1.1243,1.1254,1.0093,,
1971-05-28,,2.4178,,,7.4946,,357.4000,,3.0600,,7.1115,5.1648,,,4.1058,,,,,,,1.1238,1.1250,1.0101,,
1971-05-31,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
1971-06-01,,2.4162,,,7.4963,,357.4600,,3.0609,,7.1136,5.1661,,,4.1059,,,,,,,1.1231,1.1243,1.0126,,
1971-06-02,,2.4170,,,7.4986,,357.4000,,3.0609,,7.1132,5.1675,,,4.0995,,,,,,,1.1234,1.1246,1.0134,,
1971-06-03,,2.4188,,,7.4984,,357.4600,,3.0572,,7.1136,5.1650,,,4.0898,,,,,,,1.1243,1.1254,1.0185,,
1971-06-04,,2.4190,,,7.4956,,357.4000,,3.0586,,7.1143,5.1645,,,4.0940,,,,,,,1.1244,1.1255,1.0174,,
1971-06-07,,2.4192,,,7.4934,,357.4000,,3.0572,,7.1126,5.1639,,,4.0879,,,,,,,1.1245,1.1256,1.0161,,
1971-06-08,,2.4188,,,7.4934,,357.4000,,3.0548,,7.1130,5.1640,,,4.0896,,,,,,,1.1243,1.1254,1.0179,,
1971-06-09,,2.4194,,,7.4946,,357.4000,,3.0544,,7.1111,5.1626,,,4.0909,,,,,,,1.1246,1.1257,1.0186,,
1971-06-10,,2.4193,,,7.4963,,357.4000,,3.0562,,7.1111,5.1632,,,4.0851,,,,,,,1.1245,1.1256,1.0239,,
1971-06-11,,2.4194,,,7.4963,,357.4000,,3.0544,,7.1111,5.1620,,,4.0885,,,,,,,1.1246,1.1257,1.0239,,
1971-06-14,,2.4186,,,7.4934,,357.4000,,3.0530,,7.1114,5.1628,,,4.0901,,,,,,,1.1242,1.1254,1.0232,,
1971-06-15,,2.4187,,,7.4945,,357.4600,,3.0553,,7.1136,5.1651,,,4.0948,,,,,,,1.1242,1.1254,1.0248,,
1971-06-16,,2.4193,,,7.4929,,357.4600,,3.0562,,7.1124,5.1643,,,4.0907,,,,,,,1.1245,1.1256,1.0244,,
1971-06-17,,2.4189,,,7.4910,,357.4600,,3.0548,,7.1128,5.1626,,,4.0940,,,,,,,1.1243,1.1255,1.0242,,
1971-06-18,,2.4191,,,7.4918,,357.4000,,3.0544,,7.1134,5.1625,,,4.0931,,,,,,,1.1244,1.1256,1.0225,,
1971-06-21,,2.4191,,,7.4925,,357.4000,,3.0553,,7.1114,5.1621,,,4.0929,,,,,,,1.1244,1.1256,1.0242,,
1971-06-22,,2.4190,,,7.4928,,357.4000,,3.0548,,7.1115,5.1614,,,4.0961,,,,,,,1.1244,1.1255,1.0243,,
1971-06-23,,2.4195,,,7.4945,,357.4000,,3.0581,,7.1088,5.1586,,,4.0943,,,,,,,1.1246,1.1258,1.0234,,
1971-06-24,,2.4191,,,7.4954,,357.4000,,3.0604,,7.1092,5.1593,,,4.0940,,,,,,,1.1244,1.1256,1.0242,,
1971-06-25,,2.4191,,,7.4951,,357.4000,,3.0558,,7.1084,5.1585,,,4.0944,,,,,,,1.1244,1.1256,1.0233,,
1971-06-28,,2.4185,,,7.4963,,357.3700,,3.0558,,7.1071,5.1613,,,4.0981,,,,,,,1.1242,1.1253,1.0221,,
1971-06-29,,2.4190,,,7.4977,,357.3900,,3.0548,,7.1066,5.1591,,,4.1017,,,,,,,1.1244,1.1255,1.0230,,
1971-06-30,,2.4196,,,7.4960,,357.4000,,3.0548,,7.1048,5.1588,,,4.0989,,,,,,,1.1246,1.1258,1.0235,,
1971-07-01,,2.4190,,,7.4960,,357.4000,,3.0548,,7.1065,5.1600,,,4.0966,,,,,,,1.1243,1.1255,1.0232,,
1971-07-02,,2.4190,,,7.4959,,357.4000,,3.0548,,7.1066,5.1616,,,4.0989,,,,,,,1.1243,1.1255,1.0226,,
1971-07-05,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
1971-07-06,,2.4181,,,7.5010,,357.4500,,3.0553,,7.1086,5.1638,,,4.1037,,,,,,,1.1240,1.1251,1.0230,,
1971-07-07,,2.4187,,,7.5001,,357.4600,,3.0553,,7.1061,5.1634,,,4.1049,,,,,,,1.1242,1.1254,1.0233,,
1971-07-08,,2.4185,,,7.5010,,357.4600,,3.0553,,7.1063,5.1652,,,4.1050,,,,,,,1.1242,1.1259,1.0230,,
1971-07-09,,2.4183,,,7.5010,,357.4000,,3.0553,,7.1061,5.1661,,,4.1061,,,,,,,1.1241,1.1252,1.0230,,
1971-07-12,,2.4182,,,7.5010,,357.4100,,3.0553,,7.1061,5.1680,,,4.1060,,,,,,,1.1240,1.1252,1.0231,,
1971-07-13,,2.4180,,,7.4998,,357.4400,,3.0553,,7.1048,5.1682,,,4.1038,,,,,,,1.1239,1.1251,1.0231,,
1971-07-14,,2.4187,,,7.5005,,357.4000,,3.0553,,7.1023,5.1643,,,4.0980,,,,,,,1.1242,1.1254,1.0230,,
1971-07-15,,2.4187,,,7.5016,,357.4000,,3.0553,,7.1021,5.1605,,,4.0939,,,,,,,1.1242,1.1254,1.0227,,
1971-07-16,,2.4189,,,7.5002,,357.4000,,3.0553,,7.1035,5.1621,,,4.0934,,,,,,,1.1243,1.1255,1.0228,,
1971-07-19,,2.4183,,,7.4991,,357.3900,,3.0553,,7.1034,5.1634,,,4.0915,,,,,,,1.1240,1.1252,1.0222,,
1971-07-20,,2.4182,,,7.4987,,357.3900,,3.0531,,7.1048,5.1614,,,4.0909,,,,,,,1.1240,1.1251,1.0203,,
1971-07-21,,2.4191,,,7.4970,,357.4000,,3.0528,,7.1035,5.1594,,,4.0886,,,,,,,1.1244,1.1255,1.0200,,
1971-07-22,,2.4188,,,7.4974,,357.3700,,3.0548,,7.1040,5.1600,,,4.0866,,,,,,,1.1243,1.1254,1.0175,,
1971-07-23,,2.4190,,,7.4974,,357.3600,,3.0548,,7.1061,5.1597,,,4.0866,,,,,,,1.1243,1.1255,1.0151,,
1971-07-26,,2.4180,,,7.4988,,357.4000,,3.0553,,7.1086,5.1609,,,4.0862,,,,,,,1.1239,1.1250,1.0176,,
1971-07-27,,2.4178,,,7.5005,,357.3700,,3.0553,,7.1105,5.1607,,,4.0862,,,,,,,1.1238,1.1250,1.0205,,
1971-07-28,,2.4185,,,7.4993,,357.4000,,3.0553,,7.1084,5.1596,,,4.0854,,,,,,,1.1241,1.1253,1.0221,,
1971-07-29,,2.4184,,,7.5007,,357.4000,,3.0558,,7.1080,5.1599,,,4.0871,,,,,,,1.1241,1.1253,1.0207,,
1971-07-30,,2.4184,,,7.4993,,357.3900,,3.0553,,7.1066,5.1591,,,4.0862,,,,,,,1.1241,1.1252,1.0188,,
1971-08-02,,2.4175,,,7.5007,,357.4100,,3.0562,,7.1068,5.1600,,,4.0878,,,,,,,1.1237,1.1248,1.0193,,
1971-08-03,,2.4170,,,7.5018,,357.3700,,3.0567,,7.1076,5.1615,,,4.0887,,,,,,,1.1235,1.1246,1.0195,,
